,key,accession,name,source_database,length,source_organism_taxID,source_organism_scientificName,source_organism_fullName
7792,7792,A0A158GP01,NMO domain-containing protein,unreviewed,356,196367,Caballeronia sordidicola,Caballeronia sordidicola
7793,7793,A0A158GRQ0,NMO domain-containing protein,unreviewed,350,1232866,Caballeronia udeis,Caballeronia udeis
7794,7794,A0A158GWR5,NMO domain-containing protein,unreviewed,363,1353886,Caballeronia cordobensis,Caballeronia cordobensis
7795,7795,A0A158GX77,"2-nitropropane dioxygenase, NPD",unreviewed,330,326476,Caballeronia choica,Caballeronia choica
7796,7796,A0A158GXF4,NMO domain-containing protein,unreviewed,366,326476,Caballeronia choica,Caballeronia choica
7797,7797,A0A158H4R6,NMO domain-containing protein,unreviewed,385,196367,Caballeronia sordidicola,Caballeronia sordidicola
7798,7798,A0A158HBB9,NMO domain-containing protein,unreviewed,341,1232866,Caballeronia udeis,Caballeronia udeis
7799,7799,A0A158HE08,NMO domain-containing protein,unreviewed,384,326475,Caballeronia telluris,Caballeronia telluris
7800,7800,A0A158HMM7,NMO domain-containing protein,unreviewed,360,326474,Caballeronia humi,Caballeronia humi
7801,7801,A0A158IIA9,NMO domain-containing protein,unreviewed,320,326474,Caballeronia humi,Caballeronia humi
7802,7802,A0A158IKF9,NMO domain-containing protein,unreviewed,321,1777135,Caballeronia arvi,Caballeronia arvi
7803,7803,A0A158IUX0,NMO domain-containing protein,unreviewed,400,1777135,Caballeronia arvi,Caballeronia arvi
7804,7804,A0A158J3D1,NMO domain-containing protein,unreviewed,328,326476,Caballeronia choica,Caballeronia choica
7805,7805,A0A158J8Z2,NMO domain-containing protein,unreviewed,385,1232866,Caballeronia udeis,Caballeronia udeis
7806,7806,A0A158JC48,NMO domain-containing protein,unreviewed,358,1232866,Caballeronia udeis,Caballeronia udeis
7807,7807,A0A158JCK6,NMO domain-containing protein,unreviewed,384,326476,Caballeronia choica,Caballeronia choica
7808,7808,A0A158JF78,NMO domain-containing protein,unreviewed,320,326476,Caballeronia choica,Caballeronia choica
7809,7809,A0A158JGQ7,NMO domain-containing protein,unreviewed,366,326475,Caballeronia telluris,Caballeronia telluris
7810,7810,A0A158JI50,NMO domain-containing protein,unreviewed,400,1353886,Caballeronia cordobensis,Caballeronia cordobensis
7811,7811,A0A158JLD4,2-nitropropane dioxygenase,unreviewed,321,1353886,Caballeronia cordobensis,Caballeronia cordobensis
7812,7812,A0A158K4C8,NMO domain-containing protein,unreviewed,320,1226301,Caballeronia terrestris,Caballeronia terrestris
7813,7813,A0A158K8Z9,NMO domain-containing protein,unreviewed,517,326475,Caballeronia telluris,Caballeronia telluris
7814,7814,A0A158KQE1,NMO domain-containing protein,unreviewed,363,1777135,Caballeronia arvi,Caballeronia arvi
7815,7815,A0A158KQY3,NMO domain-containing protein,unreviewed,325,326476,Caballeronia choica,Caballeronia choica
7816,7816,A0A158KUD8,NMO domain-containing protein,unreviewed,517,1226301,Caballeronia terrestris,Caballeronia terrestris
7817,7817,A0A158KXZ3,NMO domain-containing protein,unreviewed,318,1777135,Caballeronia arvi,Caballeronia arvi
7818,7818,A0A158L0F1,NMO domain-containing protein,unreviewed,92,1226301,Caballeronia terrestris,Caballeronia terrestris
7819,7819,A0A158L0V3,NMO domain-containing protein,unreviewed,233,1226301,Caballeronia terrestris,Caballeronia terrestris
7820,7820,A0A158LVS1,NMO domain-containing protein,unreviewed,348,1217640,Acinetobacter baumannii NIPH 190,Acinetobacter baumannii NIPH 190
7821,7821,A0A158LYQ0,NMO domain-containing protein,unreviewed,262,1331206,Bordetella holmesii CDC-H585-BH,Bordetella holmesii CDC-H585-BH
7822,7822,A0A158M7I1,NMO domain-containing protein,unreviewed,330,1331206,Bordetella holmesii CDC-H585-BH,Bordetella holmesii CDC-H585-BH
7823,7823,A0A158RKW5,NMO domain-containing protein,unreviewed,378,572264,Bacillus cereus (strain 03BB102),Bacillus cereus (strain 03BB102)
7824,7824,A0A158RZ74,NMO domain-containing protein,unreviewed,326,1478134,Novosphingobium sp. KN65.2,Novosphingobium sp. KN65.2
7825,7825,A0A158S1T3,NMO domain-containing protein,unreviewed,316,1478134,Novosphingobium sp. KN65.2,Novosphingobium sp. KN65.2
7826,7826,A0A158S204,NMO domain-containing protein,unreviewed,362,1478134,Novosphingobium sp. KN65.2,Novosphingobium sp. KN65.2
7827,7827,A0A158S3R6,NMO domain-containing protein,unreviewed,236,1478134,Novosphingobium sp. KN65.2,Novosphingobium sp. KN65.2
7828,7828,A0A158S433,NMO domain-containing protein,unreviewed,341,1478134,Novosphingobium sp. KN65.2,Novosphingobium sp. KN65.2
7829,7829,A0A158S7K2,NMO domain-containing protein,unreviewed,468,1478134,Novosphingobium sp. KN65.2,Novosphingobium sp. KN65.2
7830,7830,A0A158SLH9,NMO domain-containing protein,unreviewed,100,1613,Limosilactobacillus fermentum,Limosilactobacillus fermentum
7831,7831,A0A159Z328,NMO domain-containing protein,unreviewed,312,1335048,Defluviimonas alba,Defluviimonas alba
7832,7832,A0A159ZRM3,NMO domain-containing protein,unreviewed,357,294,Pseudomonas fluorescens,Pseudomonas fluorescens
7833,7833,A0A160A3N9,NMO domain-containing protein,unreviewed,322,294,Pseudomonas fluorescens,Pseudomonas fluorescens
7834,7834,A0A160BUZ6,NMO domain-containing protein,unreviewed,327,105219,Ralstonia mannitolilytica,Ralstonia mannitolilytica
7835,7835,A0A160BY27,NMO domain-containing protein,unreviewed,356,105219,Ralstonia mannitolilytica,Ralstonia mannitolilytica
7836,7836,A0A160BYB2,NMO domain-containing protein,unreviewed,334,105219,Ralstonia mannitolilytica,Ralstonia mannitolilytica
7837,7837,A0A160DZC2,NMO domain-containing protein,unreviewed,372,1300342,Dokdonella koreensis DS-123,Dokdonella koreensis DS-123
7838,7838,A0A160EY45,NMO domain-containing protein,unreviewed,348,654,Aeromonas veronii,Aeromonas veronii
7839,7839,A0A160F519,Uncharacterized protein,unreviewed,317,294699,Anoxybacillus amylolyticus,Anoxybacillus amylolyticus
7840,7840,A0A160FAN6,Nitronate monooxygenase family protein,unreviewed,318,1490057,Anoxybacillus sp. B7M1,Anoxybacillus sp. B7M1
7841,7841,A0A160FBL2,NMO domain-containing protein,unreviewed,319,1490057,Anoxybacillus sp. B7M1,Anoxybacillus sp. B7M1
7842,7842,A0A160FBY2,NMO domain-containing protein,unreviewed,353,1490057,Anoxybacillus sp. B7M1,Anoxybacillus sp. B7M1
7843,7843,A0A160FG97,NMO domain-containing protein,unreviewed,319,1417228,Paraburkholderia phytofirmans OLGA172,Paraburkholderia phytofirmans OLGA172
7844,7844,A0A160FRJ0,Carrier domain-containing protein,unreviewed,2530,1417228,Paraburkholderia phytofirmans OLGA172,Paraburkholderia phytofirmans OLGA172
7845,7845,A0A160FSI5,NMO domain-containing protein,unreviewed,324,1417228,Paraburkholderia phytofirmans OLGA172,Paraburkholderia phytofirmans OLGA172
7846,7846,A0A160FV53,NMO domain-containing protein,unreviewed,341,1417228,Paraburkholderia phytofirmans OLGA172,Paraburkholderia phytofirmans OLGA172
7847,7847,A0A160FVB7,NMO domain-containing protein,unreviewed,320,1417228,Paraburkholderia phytofirmans OLGA172,Paraburkholderia phytofirmans OLGA172
7848,7848,A0A160FVH8,NMO domain-containing protein,unreviewed,359,1417228,Paraburkholderia phytofirmans OLGA172,Paraburkholderia phytofirmans OLGA172
7849,7849,A0A160GX06,NMO domain-containing protein,unreviewed,362,1396,Bacillus cereus,Bacillus cereus
7850,7850,A0A160HAD9,NMO domain-containing protein,unreviewed,362,1396,Bacillus cereus,Bacillus cereus
7851,7851,A0A160HX57,NMO domain-containing protein,unreviewed,348,1827469,Brevundimonas sp. GW460-12-10-14-LB2,Brevundimonas sp. GW460-12-10-14-LB2
7852,7852,A0A160HXH9,NMO domain-containing protein,unreviewed,310,1827469,Brevundimonas sp. GW460-12-10-14-LB2,Brevundimonas sp. GW460-12-10-14-LB2
7853,7853,A0A160IKC5,NMO domain-containing protein,unreviewed,359,1221500,Fictibacillus phosphorivorans,Fictibacillus phosphorivorans
7854,7854,A0A160IKN4,NMO domain-containing protein,unreviewed,319,1221500,Fictibacillus phosphorivorans,Fictibacillus phosphorivorans
7855,7855,A0A160IQT4,NMO domain-containing protein,unreviewed,327,1221500,Fictibacillus phosphorivorans,Fictibacillus phosphorivorans
7856,7856,A0A160JDZ2,NMO domain-containing protein,unreviewed,359,1226968,Azospirillum humicireducens,Azospirillum humicireducens
7857,7857,A0A160JHE3,NMO domain-containing protein,unreviewed,372,1226968,Azospirillum humicireducens,Azospirillum humicireducens
7858,7858,A0A160LKN1,NMO domain-containing protein,unreviewed,360,1430,Bacillus thuringiensis subsp. israelensis,Bacillus thuringiensis subsp. israelensis
7859,7859,A0A160M6B7,NMO domain-containing protein,unreviewed,355,1196031,Bacillus oceanisediminis 2691,Bacillus oceanisediminis 2691
7860,7860,A0A160M9S8,2-nitropropane dioxygenase,unreviewed,319,1196031,Bacillus oceanisediminis 2691,Bacillus oceanisediminis 2691
7861,7861,A0A160MAK4,NMO domain-containing protein,unreviewed,316,1196031,Bacillus oceanisediminis 2691,Bacillus oceanisediminis 2691
7862,7862,A0A160MG63,NMO domain-containing protein,unreviewed,320,1196031,Bacillus oceanisediminis 2691,Bacillus oceanisediminis 2691
7863,7863,A0A160MIM7,NMO domain-containing protein,unreviewed,317,1196031,Bacillus oceanisediminis 2691,Bacillus oceanisediminis 2691
7864,7864,A0A160MXC5,NMO domain-containing protein,unreviewed,355,445710,Dyella thiooxydans,Dyella thiooxydans
7865,7865,A0A160NUF4,NMO domain-containing protein,unreviewed,369,39478,Streptomyces laurentii,Streptomyces laurentii
7866,7866,A0A160NWV4,NMO domain-containing protein,unreviewed,348,39478,Streptomyces laurentii,Streptomyces laurentii
7867,7867,A0A160NYF8,NMO domain-containing protein,unreviewed,369,39478,Streptomyces laurentii,Streptomyces laurentii
7868,7868,A0A160T6W1,NMO domain-containing protein,unreviewed,513,1806508,Candidatus Promineofilum breve,Candidatus Promineofilum breve
7869,7869,A0A160TEJ2,NMO domain-containing protein,unreviewed,257,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7870,7870,A0A160TKA3,NMO domain-containing protein,unreviewed,351,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7871,7871,A0A160TKI5,NMO domain-containing protein,unreviewed,467,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7872,7872,A0A160TVF7,NMO domain-containing protein,unreviewed,329,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7873,7873,A0A160TXH7,NMO domain-containing protein,unreviewed,331,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7874,7874,A0A160TXT0,Enoyl-[acyl-carrier-protein] reductase [FMN],unreviewed,324,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7875,7875,A0A160U6A6,NMO domain-containing protein,unreviewed,331,376,Bradyrhizobium sp.,Bradyrhizobium sp.
7876,7876,A0A160U6M5,NMO domain-containing protein,unreviewed,377,376,Bradyrhizobium sp.,Bradyrhizobium sp.
7877,7877,A0A160UAB0,NMO domain-containing protein,unreviewed,352,376,Bradyrhizobium sp.,Bradyrhizobium sp.
7878,7878,A0A160UDU2,NMO domain-containing protein,unreviewed,324,376,Bradyrhizobium sp.,Bradyrhizobium sp.
7879,7879,A0A160UHD1,NMO domain-containing protein,unreviewed,358,376,Bradyrhizobium sp.,Bradyrhizobium sp.
7880,7880,A0A160UHZ8,NMO domain-containing protein,unreviewed,325,376,Bradyrhizobium sp.,Bradyrhizobium sp.
7881,7881,A0A160UVR9,Enoylacylcarrierprotein reductase FMN EC 1319 CDS,unreviewed,341,1839752,Bradyrhizobium sp. G22,Bradyrhizobium sp. G22
7882,7882,A0A160V193,NMO domain-containing protein,unreviewed,331,1839752,Bradyrhizobium sp. G22,Bradyrhizobium sp. G22
7883,7883,A0A160V1M8,NMO domain-containing protein,unreviewed,377,1839752,Bradyrhizobium sp. G22,Bradyrhizobium sp. G22
7884,7884,A0A160V323,NMO domain-containing protein,unreviewed,333,1839752,Bradyrhizobium sp. G22,Bradyrhizobium sp. G22
7885,7885,A0A160V5E7,NMO domain-containing protein,unreviewed,322,1839752,Bradyrhizobium sp. G22,Bradyrhizobium sp. G22
7886,7886,A0A160V5F2,NMO domain-containing protein,unreviewed,321,1839752,Bradyrhizobium sp. G22,Bradyrhizobium sp. G22
7887,7887,A0A160V5R0,NMO domain-containing protein,unreviewed,324,1839752,Bradyrhizobium sp. G22,Bradyrhizobium sp. G22
7888,7888,A0A160V948,Enoyl-[acyl-carrier-protein] reductase [FMN],unreviewed,328,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7889,7889,A0A160VBS6,NMO domain-containing protein,unreviewed,319,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7890,7890,A0A160Y3E0,NMO domain-containing protein,unreviewed,309,1496,Clostridioides difficile,Clostridioides difficile
7891,7891,A0A161H7D1,NMO domain-containing protein,unreviewed,396,105219,Ralstonia mannitolilytica,Ralstonia mannitolilytica
7892,7892,A0A161HF82,NMO domain-containing protein,unreviewed,350,796027,Sugiyamaella lignohabitans,Sugiyamaella lignohabitans
7893,7893,A0A161I599,NMO domain-containing protein,unreviewed,467,1392507,Anaplasma phagocytophilum str. Norway variant2,Anaplasma phagocytophilum str. Norway variant2
7894,7894,A0A161ICH2,NMO domain-containing protein,unreviewed,344,1417228,Paraburkholderia phytofirmans OLGA172,Paraburkholderia phytofirmans OLGA172
7895,7895,A0A161JNI8,NMO domain-containing protein,unreviewed,341,2506452,Corynebacterium suranareeae,Corynebacterium suranareeae
7896,7896,A0A161JNN1,NMO domain-containing protein,unreviewed,328,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7897,7897,A0A161JRF2,NMO domain-containing protein,unreviewed,322,376,Bradyrhizobium sp.,Bradyrhizobium sp.
7898,7898,A0A161K1F7,NMO domain-containing protein,unreviewed,361,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7899,7899,A0A161K675,NMO domain-containing protein,unreviewed,377,652676,hydrothermal vent metagenome,hydrothermal vent metagenome
7900,7900,A0A161LNT0,NMO domain-containing protein,unreviewed,362,161355,Planomonospora sphaerica,Planomonospora sphaerica
7901,7901,A0A161PQG9,NMO domain-containing protein,unreviewed,332,959,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus
7902,7902,A0A161PV70,Nitronate monooxygenase,unreviewed,319,520767,Thermovenabulum gondwanense,Thermovenabulum gondwanense
7903,7903,A0A161QPK5,NMO domain-containing protein,unreviewed,377,943830,Tardiphaga robiniae,Tardiphaga robiniae
7904,7904,A0A161QZY2,NMO domain-containing protein,unreviewed,326,171437,Tistrella mobilis,Tistrella mobilis
7905,7905,A0A161R398,NMO domain-containing protein,unreviewed,315,943830,Tardiphaga robiniae,Tardiphaga robiniae
7906,7906,A0A161RBW9,NMO domain-containing protein,unreviewed,378,1396,Bacillus cereus,Bacillus cereus
7907,7907,A0A161RPB0,NMO domain-containing protein,unreviewed,322,943830,Tardiphaga robiniae,Tardiphaga robiniae
7908,7908,A0A161S815,NMO domain-containing protein,unreviewed,360,189691,Paenibacillus elgii,Paenibacillus elgii
7909,7909,A0A161SC94,NMO domain-containing protein,unreviewed,313,703342,Myroides marinus,Myroides marinus
7910,7910,A0A161SKC5,NMO domain-containing protein,unreviewed,321,1221500,Fictibacillus phosphorivorans,Fictibacillus phosphorivorans
7911,7911,A0A161SN86,NMO domain-containing protein,unreviewed,347,703342,Myroides marinus,Myroides marinus
7912,7912,A0A161SNJ6,NMO domain-containing protein,unreviewed,353,1775956,Microbacterium sp. TNHR37B,Microbacterium sp. TNHR37B
7913,7913,A0A161SR28,NMO domain-containing protein,unreviewed,358,943830,Tardiphaga robiniae,Tardiphaga robiniae
7914,7914,A0A161ST89,NMO domain-containing protein,unreviewed,331,943830,Tardiphaga robiniae,Tardiphaga robiniae
7915,7915,A0A161SW49,NMO domain-containing protein,unreviewed,306,394098,Bhargavaea cecembensis,Bhargavaea cecembensis
7916,7916,A0A161T6A8,NMO domain-containing protein,unreviewed,516,1813677,Rhodococcus sp. EPR-157,Rhodococcus sp. EPR-157
7917,7917,A0A161T7V6,NMO domain-containing protein,unreviewed,360,1813677,Rhodococcus sp. EPR-157,Rhodococcus sp. EPR-157
7918,7918,A0A161TC15,NMO domain-containing protein,unreviewed,318,189381,Bacillus marisflavi,Bacillus marisflavi
7919,7919,A0A161UPU9,2-nitropropane dioxygenase,unreviewed,554,1819295,Nodularia spumigena CENA596,Nodularia spumigena CENA596
7920,7920,A0A161UWV7,NMO domain-containing protein,unreviewed,329,1735584,Pseudovibrio sp. W74,Pseudovibrio sp. W74
7921,7921,A0A161VRG6,NMO domain-containing protein,unreviewed,374,708197,Colletotrichum tofieldiae,Colletotrichum tofieldiae
7922,7922,A0A161WAZ3,NMO domain-containing protein,unreviewed,361,33936,Aeribacillus pallidus,Aeribacillus pallidus
7923,7923,A0A161WJZ7,NMO domain-containing protein,unreviewed,340,1393139,Cellulosimicrobium sp. I38E,Cellulosimicrobium sp. I38E
7924,7924,A0A161X8N1,NMO domain-containing protein,unreviewed,346,455432,Nocardia terpenica,Nocardia terpenica
7925,7925,A0A161XKN3,NMO domain-containing protein,unreviewed,336,1679489,Haladaptatus sp. R4,Haladaptatus sp. R4
7926,7926,A0A161Y4J7,NMO domain-containing protein,unreviewed,315,1121326,Clostridium magnum DSM 2767,Clostridium magnum DSM 2767
7927,7927,A0A161ZGZ4,NMO domain-containing protein,unreviewed,350,5076,Penicillium chrysogenum,Penicillium chrysogenum
7928,7928,A0A161ZT35,NMO domain-containing protein,unreviewed,326,881260,Enterobacter bugandensis,Enterobacter bugandensis
7929,7929,A0A162BMX1,NMO domain-containing protein,unreviewed,322,294,Pseudomonas fluorescens,Pseudomonas fluorescens
7930,7930,A0A162CW51,NMO domain-containing protein,unreviewed,344,1768,Mycobacterium kansasii,Mycobacterium kansasii
7931,7931,A0A162E9P7,2-nitropropane dioxygenase,unreviewed,315,1768,Mycobacterium kansasii,Mycobacterium kansasii
7932,7932,A0A162GYB4,NMO domain-containing protein,unreviewed,357,959,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus
7933,7933,A0A162I7T6,NMO domain-containing protein,unreviewed,326,1822234,Alcanivorax sp. HI0044,Alcanivorax sp. HI0044
7934,7934,A0A162J7C3,NMO domain-containing protein,unreviewed,361,1081107,Beauveria brongniartii RCEF 3172,Beauveria brongniartii RCEF 3172
7935,7935,A0A162JB02,NMO domain-containing protein,unreviewed,312,143387,Fusobacterium necrophorum subsp. funduliforme,Fusobacterium necrophorum subsp. funduliforme
7936,7936,A0A162JBM4,NMO domain-containing protein,unreviewed,355,1705578,Clostridium coskatii,Clostridium coskatii
7937,7937,A0A162JG55,NMO domain-containing protein,unreviewed,315,143387,Fusobacterium necrophorum subsp. funduliforme,Fusobacterium necrophorum subsp. funduliforme
7938,7938,A0A162JGM2,NMO domain-containing protein,unreviewed,351,1081105,Metarhizium rileyi (strain RCEF 4871),Metarhizium rileyi (strain RCEF 4871)
7939,7939,A0A162JMC6,NMO domain-containing protein,unreviewed,358,1081105,Metarhizium rileyi (strain RCEF 4871),Metarhizium rileyi (strain RCEF 4871)
7940,7940,A0A162JQP5,NMO domain-containing protein,unreviewed,350,1081104,Cordyceps fumosorosea (strain ARSEF 2679),Cordyceps fumosorosea (strain ARSEF 2679)
7941,7941,A0A162JXX3,NMO domain-containing protein,unreviewed,374,171437,Tistrella mobilis,Tistrella mobilis
7942,7942,A0A162K2Z9,NMO domain-containing protein,unreviewed,325,171437,Tistrella mobilis,Tistrella mobilis
