,key,accession,entry_protein_locations_fragments_start,entry_protein_locations_fragments_end,entry_protein_locations_fragments_dc-status,entry_protein_locations_model,entry_protein_locations_score,protein_length,source_database,entry_type,entry_integrated
6703,6703,PF03060,18,300,CONTINUOUS,PF03060,2.9e-35,396,pfam,domain,ipr004136
6704,6704,PF03060,12,304,CONTINUOUS,PF03060,2.3e-25,319,pfam,domain,ipr004136
6705,6705,PF03060,16,348,CONTINUOUS,PF03060,1.9e-77,366,pfam,domain,ipr004136
6706,6706,PF03060,12,304,CONTINUOUS,PF03060,3e-25,319,pfam,domain,ipr004136
6707,6707,PF03060,16,348,CONTINUOUS,PF03060,6.5e-79,373,pfam,domain,ipr004136
6708,6708,PF03060,19,298,CONTINUOUS,PF03060,1.8e-31,396,pfam,domain,ipr004136
6709,6709,PF03060,18,298,CONTINUOUS,PF03060,7.6e-35,396,pfam,domain,ipr004136
6710,6710,PF03060,12,305,CONTINUOUS,PF03060,6.7e-27,319,pfam,domain,ipr004136
6711,6711,PF03060,22,330,CONTINUOUS,PF03060,5.5e-52,493,pfam,domain,ipr004136
6712,6712,PF03060,13,351,CONTINUOUS,PF03060,1.3e-73,366,pfam,domain,ipr004136
6713,6713,PF03060,12,305,CONTINUOUS,PF03060,1.3e-25,319,pfam,domain,ipr004136
6714,6714,PF03060,9,337,CONTINUOUS,PF03060,2.9e-69,356,pfam,domain,ipr004136
6715,6715,PF03060,13,305,CONTINUOUS,PF03060,4.6e-26,319,pfam,domain,ipr004136
6716,6716,PF03060,10,350,CONTINUOUS,PF03060,2.8e-74,366,pfam,domain,ipr004136
6717,6717,PF03060,18,298,CONTINUOUS,PF03060,5e-35,396,pfam,domain,ipr004136
6718,6718,PF03060,22,331,CONTINUOUS,PF03060,5.4e-53,492,pfam,domain,ipr004136
6719,6719,PF03060,19,298,CONTINUOUS,PF03060,4.7e-34,396,pfam,domain,ipr004136
6720,6720,PF03060,12,305,CONTINUOUS,PF03060,9e-26,319,pfam,domain,ipr004136
6721,6721,PF03060,12,350,CONTINUOUS,PF03060,1.2e-78,359,pfam,domain,ipr004136
6722,6722,PF03060,26,343,CONTINUOUS,PF03060,4.8e-68,373,pfam,domain,ipr004136
6723,6723,PF03060,93,305,CONTINUOUS,PF03060,1.8e-20,339,pfam,domain,ipr004136
6724,6724,PF03060,13,305,CONTINUOUS,PF03060,7.2e-25,319,pfam,domain,ipr004136
6725,6725,PF03060,3,73,CONTINUOUS,PF03060,7.8e-19,328,pfam,domain,ipr004136
6726,6726,PF03060,89,304,CONTINUOUS,PF03060,3.8e-25,329,pfam,domain,ipr004136
6727,6727,PF03060,11,350,CONTINUOUS,PF03060,2.2e-76,359,pfam,domain,ipr004136
6728,6728,PF03060,18,298,CONTINUOUS,PF03060,1.7e-35,396,pfam,domain,ipr004136
6729,6729,PF03060,18,298,CONTINUOUS,PF03060,7.8e-34,396,pfam,domain,ipr004136
6730,6730,PF03060,11,351,CONTINUOUS,PF03060,6.9e-76,360,pfam,domain,ipr004136
6731,6731,PF03060,87,346,CONTINUOUS,PF03060,2.4e-47,366,pfam,domain,ipr004136
6732,6732,PF03060,12,350,CONTINUOUS,PF03060,6.5e-76,359,pfam,domain,ipr004136
6733,6733,PF03060,6,73,CONTINUOUS,PF03060,5.4e-13,328,pfam,domain,ipr004136
6734,6734,PF03060,12,350,CONTINUOUS,PF03060,4.9e-76,359,pfam,domain,ipr004136
6735,6735,PF03060,12,350,CONTINUOUS,PF03060,8.6e-76,359,pfam,domain,ipr004136
6736,6736,PF03060,11,351,CONTINUOUS,PF03060,2.1e-76,360,pfam,domain,ipr004136
6737,6737,PF03060,16,350,CONTINUOUS,PF03060,5.5e-80,366,pfam,domain,ipr004136
6738,6738,PF03060,19,298,CONTINUOUS,PF03060,3.5e-35,396,pfam,domain,ipr004136
6739,6739,PF03060,11,305,CONTINUOUS,PF03060,2.9e-24,319,pfam,domain,ipr004136
6740,6740,PF03060,12,350,CONTINUOUS,PF03060,1.1e-76,359,pfam,domain,ipr004136
6741,6741,PF03060,3,308,CONTINUOUS,PF03060,1.4e-59,324,pfam,domain,ipr004136
6742,6742,PF03060,9,326,CONTINUOUS,PF03060,4.2e-68,356,pfam,domain,ipr004136
6743,6743,PF03060,19,297,CONTINUOUS,PF03060,3.6e-34,396,pfam,domain,ipr004136
6744,6744,PF03060,12,305,CONTINUOUS,PF03060,3.9e-25,319,pfam,domain,ipr004136
6745,6745,PF03060,11,298,CONTINUOUS,PF03060,8.3e-23,320,pfam,domain,ipr004136
6746,6746,PF03060,11,346,CONTINUOUS,PF03060,1.6e-70,366,pfam,domain,ipr004136
6747,6747,PF03060,12,350,CONTINUOUS,PF03060,6.1e-78,359,pfam,domain,ipr004136
6748,6748,PF03060,7,312,CONTINUOUS,PF03060,6.8e-67,342,pfam,domain,ipr004136
6749,6749,PF03060,19,298,CONTINUOUS,PF03060,1.5e-33,396,pfam,domain,ipr004136
6750,6750,PF03060,25,343,CONTINUOUS,PF03060,9.9e-70,372,pfam,domain,ipr004136
6751,6751,PF03060,19,298,CONTINUOUS,PF03060,1.6e-33,396,pfam,domain,ipr004136
6752,6752,PF03060,6,73,CONTINUOUS,PF03060,5.6e-13,328,pfam,domain,ipr004136
6753,6753,PF03060,7,312,CONTINUOUS,PF03060,6.2e-67,342,pfam,domain,ipr004136
6754,6754,PF03060,12,305,CONTINUOUS,PF03060,1.7e-25,319,pfam,domain,ipr004136
6755,6755,PF03060,64,300,CONTINUOUS,PF03060,8.6e-27,322,pfam,domain,ipr004136
6756,6756,PF03060,19,298,CONTINUOUS,PF03060,1.4e-33,396,pfam,domain,ipr004136
6757,6757,PF03060,7,341,CONTINUOUS,PF03060,2.3e-70,362,pfam,domain,ipr004136
6758,6758,PF03060,12,305,CONTINUOUS,PF03060,3e-25,319,pfam,domain,ipr004136
6759,6759,PF03060,1,326,CONTINUOUS,PF03060,9.1e-71,329,pfam,domain,ipr004136
6760,6760,PF03060,18,298,CONTINUOUS,PF03060,4.8e-35,396,pfam,domain,ipr004136
6761,6761,PF03060,11,350,CONTINUOUS,PF03060,9e-75,366,pfam,domain,ipr004136
6762,6762,PF03060,18,298,CONTINUOUS,PF03060,4.7e-34,396,pfam,domain,ipr004136
6763,6763,PF03060,19,298,CONTINUOUS,PF03060,1.5e-33,396,pfam,domain,ipr004136
6764,6764,PF03060,11,349,CONTINUOUS,PF03060,3e-77,359,pfam,domain,ipr004136
6765,6765,PF03060,7,310,CONTINUOUS,PF03060,1.4e-66,342,pfam,domain,ipr004136
6766,6766,PF03060,12,350,CONTINUOUS,PF03060,9.5e-78,358,pfam,domain,ipr004136
6767,6767,PF03060,12,305,CONTINUOUS,PF03060,1.5e-25,319,pfam,domain,ipr004136
6768,6768,PF03060,19,298,CONTINUOUS,PF03060,1.4e-33,396,pfam,domain,ipr004136
6769,6769,PF03060,25,342,CONTINUOUS,PF03060,5.5e-69,372,pfam,domain,ipr004136
6770,6770,PF03060,12,305,CONTINUOUS,PF03060,8.4e-25,319,pfam,domain,ipr004136
6771,6771,PF03060,345,619,CONTINUOUS,PF03060,4.4e-14,769,pfam,domain,ipr004136
6772,6772,PF03060,19,298,CONTINUOUS,PF03060,1.2e-33,396,pfam,domain,ipr004136
6773,6773,PF03060,12,350,CONTINUOUS,PF03060,1.6e-76,359,pfam,domain,ipr004136
6774,6774,PF03060,11,350,CONTINUOUS,PF03060,2.4e-76,359,pfam,domain,ipr004136
6775,6775,PF03060,11,350,CONTINUOUS,PF03060,2.2e-74,366,pfam,domain,ipr004136
6776,6776,PF03060,91,304,CONTINUOUS,PF03060,2.3e-25,329,pfam,domain,ipr004136
6777,6777,PF03060,11,346,CONTINUOUS,PF03060,3e-69,366,pfam,domain,ipr004136
6778,6778,PF03060,3,309,CONTINUOUS,PF03060,1.8e-60,324,pfam,domain,ipr004136
6779,6779,PF03060,7,351,CONTINUOUS,PF03060,5.1e-86,358,pfam,domain,ipr004136
6780,6780,PF03060,3,308,CONTINUOUS,PF03060,2.9e-60,324,pfam,domain,ipr004136
6781,6781,PF03060,12,305,CONTINUOUS,PF03060,3.2e-25,319,pfam,domain,ipr004136
6782,6782,PF03060,12,350,CONTINUOUS,PF03060,1.8e-77,359,pfam,domain,ipr004136
6783,6783,PF03060,12,350,CONTINUOUS,PF03060,8.9e-77,359,pfam,domain,ipr004136
6784,6784,PF03060,2,296,CONTINUOUS,PF03060,2.7e-53,315,pfam,domain,ipr004136
6785,6785,PF03060,7,345,CONTINUOUS,PF03060,4.9e-78,357,pfam,domain,ipr004136
6786,6786,PF03060,7,350,CONTINUOUS,PF03060,9.5e-83,352,pfam,domain,ipr004136
6787,6787,PF03060,4,346,CONTINUOUS,PF03060,1.1e-107,385,pfam,domain,ipr004136
6788,6788,PF03060,18,356,CONTINUOUS,PF03060,1.6e-43,372,pfam,domain,ipr004136
6789,6789,PF03060,80,308,CONTINUOUS,PF03060,2.8e-20,320,pfam,domain,ipr004136
6790,6790,PF03060,3,308,CONTINUOUS,PF03060,3.4e-64,324,pfam,domain,ipr004136
6791,6791,PF03060,74,306,CONTINUOUS,PF03060,5.1e-26,317,pfam,domain,ipr004136
6792,6792,PF03060,70,438,CONTINUOUS,PF03060,3e-35,453,pfam,domain,ipr004136
6793,6793,PF03060,13,351,CONTINUOUS,PF03060,1.6e-74,360,pfam,domain,ipr004136
6794,6794,PF03060,1,54,CONTINUOUS,PF03060,2.3e-11,306,pfam,domain,ipr004136
6795,6795,PF03060,8,315,CONTINUOUS,PF03060,1.6e-38,330,pfam,domain,ipr004136
6796,6796,PF03060,8,312,CONTINUOUS,PF03060,2e-61,328,pfam,domain,ipr004136
6797,6797,PF03060,11,305,CONTINUOUS,PF03060,2.8e-25,319,pfam,domain,ipr004136
6798,6798,PF03060,18,298,CONTINUOUS,PF03060,9.5e-35,396,pfam,domain,ipr004136
6799,6799,PF03060,9,338,CONTINUOUS,PF03060,3.7e-69,356,pfam,domain,ipr004136
6800,6800,PF03060,91,306,CONTINUOUS,PF03060,8e-21,339,pfam,domain,ipr004136
6801,6801,PF03060,843,977,CONTINUOUS,PF03060,1.4e-16,1043,pfam,domain,ipr004136
6802,6802,PF03060,63,367,CONTINUOUS,PF03060,8.3e-52,388,pfam,domain,ipr004136
6803,6803,PF03060,108,208,CONTINUOUS,PF03060,1.9e-09,1624,pfam,domain,ipr004136
6804,6804,PF03060,9,349,CONTINUOUS,PF03060,3.4e-79,361,pfam,domain,ipr004136
6805,6805,PF03060,5,70,CONTINUOUS,PF03060,1.1e-11,326,pfam,domain,ipr004136
6806,6806,PF03060,6,345,CONTINUOUS,PF03060,3.8e-81,359,pfam,domain,ipr004136
6807,6807,PF03060,21,360,CONTINUOUS,PF03060,1.4e-46,377,pfam,domain,ipr004136
6808,6808,PF03060,4,308,CONTINUOUS,PF03060,7.2e-65,331,pfam,domain,ipr004136
6809,6809,PF03060,90,309,CONTINUOUS,PF03060,4.2e-16,323,pfam,domain,ipr004136
6810,6810,PF03060,3,309,CONTINUOUS,PF03060,1e-61,336,pfam,domain,ipr004136
6811,6811,PF03060,8,344,CONTINUOUS,PF03060,5.6e-71,354,pfam,domain,ipr004136
6812,6812,PF03060,89,302,CONTINUOUS,PF03060,1.9e-25,320,pfam,domain,ipr004136
6813,6813,PF03060,76,306,CONTINUOUS,PF03060,8.7e-09,334,pfam,domain,ipr004136
6814,6814,PF03060,91,300,CONTINUOUS,PF03060,1.5e-24,311,pfam,domain,ipr004136
6815,6815,PF03060,16,328,CONTINUOUS,PF03060,4.4e-47,338,pfam,domain,ipr004136
6816,6816,PF03060,22,70,CONTINUOUS,PF03060,3.9e-07,376,pfam,domain,ipr004136
6817,6817,PF03060,5,307,CONTINUOUS,PF03060,4.7e-61,319,pfam,domain,ipr004136
6818,6818,PF03060,5,336,CONTINUOUS,PF03060,9.3e-100,353,pfam,domain,ipr004136
6819,6819,PF03060,65,302,CONTINUOUS,PF03060,3.6e-44,322,pfam,domain,ipr004136
6820,6820,PF03060,2,69,CONTINUOUS,PF03060,3.4e-17,318,pfam,domain,ipr004136
6821,6821,PF03060,83,309,CONTINUOUS,PF03060,9.3e-26,332,pfam,domain,ipr004136
6822,6822,PF03060,4,308,CONTINUOUS,PF03060,1.1e-60,331,pfam,domain,ipr004136
6823,6823,PF03060,8,347,CONTINUOUS,PF03060,2.6e-77,360,pfam,domain,ipr004136
6824,6824,PF03060,4,77,CONTINUOUS,PF03060,6.4e-20,312,pfam,domain,ipr004136
6825,6825,PF03060,3,309,CONTINUOUS,PF03060,6.5e-60,333,pfam,domain,ipr004136
6826,6826,PF03060,92,311,CONTINUOUS,PF03060,6.7e-28,322,pfam,domain,ipr004136
6827,6827,PF03060,88,306,CONTINUOUS,PF03060,3.5e-23,324,pfam,domain,ipr004136
6828,6828,PF03060,5,78,CONTINUOUS,PF03060,4.2e-18,315,pfam,domain,ipr004136
6829,6829,PF03060,3,304,CONTINUOUS,PF03060,1.8e-74,317,pfam,domain,ipr004136
6830,6830,PF03060,22,260,CONTINUOUS,PF03060,9.6e-44,277,pfam,domain,ipr004136
6831,6831,PF03060,7,339,CONTINUOUS,PF03060,4.2e-114,343,pfam,domain,ipr004136
6832,6832,PF03060,23,361,CONTINUOUS,PF03060,4e-56,375,pfam,domain,ipr004136
6833,6833,PF03060,11,108,CONTINUOUS,PF03060,5.4e-07,156,pfam,domain,ipr004136
6834,6834,PF03060,2,158,CONTINUOUS,PF03060,2.4e-32,220,pfam,domain,ipr004136
6835,6835,PF03060,2,271,CONTINUOUS,PF03060,1.2e-89,275,pfam,domain,ipr004136
6836,6836,PF03060,5,341,CONTINUOUS,PF03060,4.7e-113,355,pfam,domain,ipr004136
6837,6837,PF03060,1,313,CONTINUOUS,PF03060,1.2e-61,319,pfam,domain,ipr004136
6838,6838,PF03060,16,333,CONTINUOUS,PF03060,1e-28,385,pfam,domain,ipr004136
6839,6839,PF03060,31,342,CONTINUOUS,PF03060,2.2e-47,353,pfam,domain,ipr004136
6840,6840,PF03060,8,349,CONTINUOUS,PF03060,2.7e-78,356,pfam,domain,ipr004136
6841,6841,PF03060,3,302,CONTINUOUS,PF03060,2.9e-72,321,pfam,domain,ipr004136
6842,6842,PF03060,3,302,CONTINUOUS,PF03060,5.5e-72,321,pfam,domain,ipr004136
6843,6843,PF03060,3,302,CONTINUOUS,PF03060,4.6e-72,321,pfam,domain,ipr004136
6844,6844,PF03060,3,302,CONTINUOUS,PF03060,8e-72,321,pfam,domain,ipr004136
6845,6845,PF03060,3,302,CONTINUOUS,PF03060,1.6e-73,321,pfam,domain,ipr004136
6846,6846,PF03060,4,302,CONTINUOUS,PF03060,2.9e-72,321,pfam,domain,ipr004136
6847,6847,PF03060,3,302,CONTINUOUS,PF03060,2.5e-72,321,pfam,domain,ipr004136
6848,6848,PF03060,3,302,CONTINUOUS,PF03060,3.8e-72,321,pfam,domain,ipr004136
6849,6849,PF03060,3,302,CONTINUOUS,PF03060,1.6e-72,321,pfam,domain,ipr004136
6850,6850,PF03060,5,309,CONTINUOUS,PF03060,2.3e-52,332,pfam,domain,ipr004136
6851,6851,PF03060,6,258,CONTINUOUS,PF03060,3.5e-47,560,pfam,domain,ipr004136
6852,6852,PF03060,100,192,CONTINUOUS,PF03060,3.5e-11,2206,pfam,domain,ipr004136
6853,6853,PF03060,16,351,CONTINUOUS,PF03060,4.8e-47,370,pfam,domain,ipr004136
6854,6854,PF03060,11,350,CONTINUOUS,PF03060,1.5e-50,370,pfam,domain,ipr004136
6855,6855,PF03060,12,338,CONTINUOUS,PF03060,1.6e-71,340,pfam,domain,ipr004136
6856,6856,PF03060,11,340,CONTINUOUS,PF03060,1.8e-94,341,pfam,domain,ipr004136
6857,6857,PF03060,6,343,CONTINUOUS,PF03060,1.8e-103,357,pfam,domain,ipr004136
6858,6858,PF03060,3,141,CONTINUOUS,PF03060,1e-22,165,pfam,domain,ipr004136
6859,6859,PF03060,6,186,CONTINUOUS,PF03060,3.3e-29,192,pfam,domain,ipr004136
6860,6860,PF03060,8,226,CONTINUOUS,PF03060,2.1e-33,252,pfam,domain,ipr004136
6861,6861,PF03060,4,341,CONTINUOUS,PF03060,4.8e-112,357,pfam,domain,ipr004136
6862,6862,PF03060,84,299,CONTINUOUS,PF03060,2.1e-51,314,pfam,domain,ipr004136
6863,6863,PF03060,4,287,CONTINUOUS,PF03060,1.2e-49,304,pfam,domain,ipr004136
6864,6864,PF03060,22,360,CONTINUOUS,PF03060,7.7e-45,375,pfam,domain,ipr004136
6865,6865,PF03060,89,309,CONTINUOUS,PF03060,4.9e-31,332,pfam,domain,ipr004136
6866,6866,PF03060,4,333,CONTINUOUS,PF03060,1.1e-71,340,pfam,domain,ipr004136
6867,6867,PF03060,22,359,CONTINUOUS,PF03060,1.5e-45,374,pfam,domain,ipr004136
6868,6868,PF03060,6,310,CONTINUOUS,PF03060,3.9e-50,332,pfam,domain,ipr004136
6869,6869,PF03060,4,338,CONTINUOUS,PF03060,1.9e-74,340,pfam,domain,ipr004136
6870,6870,PF03060,89,309,CONTINUOUS,PF03060,3e-31,332,pfam,domain,ipr004136
6871,6871,PF03060,5,342,CONTINUOUS,PF03060,5.6e-101,356,pfam,domain,ipr004136
6872,6872,PF03060,9,358,CONTINUOUS,PF03060,3.9e-52,373,pfam,domain,ipr004136
6873,6873,PF03060,7,310,CONTINUOUS,PF03060,3.2e-50,332,pfam,domain,ipr004136
6874,6874,PF03060,4,287,CONTINUOUS,PF03060,1.6e-49,304,pfam,domain,ipr004136
6875,6875,PF03060,5,309,CONTINUOUS,PF03060,2.7e-50,332,pfam,domain,ipr004136
6876,6876,PF03060,12,256,CONTINUOUS,PF03060,1.6e-23,319,pfam,domain,ipr004136
6877,6877,PF03060,4,76,CONTINUOUS,PF03060,2.7e-23,313,pfam,domain,ipr004136
6878,6878,PF03060,4,76,CONTINUOUS,PF03060,6.8e-21,314,pfam,domain,ipr004136
6879,6879,PF03060,7,300,CONTINUOUS,PF03060,4.1e-64,318,pfam,domain,ipr004136
6880,6880,PF03060,5,80,CONTINUOUS,PF03060,1.3e-21,314,pfam,domain,ipr004136
6881,6881,PF03060,1,60,CONTINUOUS,PF03060,1.3e-15,298,pfam,domain,ipr004136
6882,6882,PF03060,4,309,CONTINUOUS,PF03060,1.8e-60,325,pfam,domain,ipr004136
6883,6883,PF03060,11,348,CONTINUOUS,PF03060,6.3e-49,350,pfam,domain,ipr004136
6884,6884,PF03060,14,304,CONTINUOUS,PF03060,1.5e-41,308,pfam,domain,ipr004136
6885,6885,PF03060,63,308,CONTINUOUS,PF03060,3.4e-36,321,pfam,domain,ipr004136
6886,6886,PF03060,71,317,CONTINUOUS,PF03060,1.1e-41,330,pfam,domain,ipr004136
6887,6887,PF03060,6,57,CONTINUOUS,PF03060,1.3e-08,327,pfam,domain,ipr004136
6888,6888,PF03060,5,326,CONTINUOUS,PF03060,1.5e-52,351,pfam,domain,ipr004136
6889,6889,PF03060,14,310,CONTINUOUS,PF03060,1.8e-48,369,pfam,domain,ipr004136
6890,6890,PF03060,3,342,CONTINUOUS,PF03060,2.3e-116,361,pfam,domain,ipr004136
6891,6891,PF03060,5,57,CONTINUOUS,PF03060,1e-07,321,pfam,domain,ipr004136
6892,6892,PF03060,3,337,CONTINUOUS,PF03060,9.6e-94,352,pfam,domain,ipr004136
6893,6893,PF03060,14,355,CONTINUOUS,PF03060,9.7e-51,375,pfam,domain,ipr004136
6894,6894,PF03060,3,342,CONTINUOUS,PF03060,4.1e-116,358,pfam,domain,ipr004136
6895,6895,PF03060,3,342,CONTINUOUS,PF03060,2.5e-118,358,pfam,domain,ipr004136
6896,6896,PF03060,100,357,CONTINUOUS,PF03060,5.2e-65,367,pfam,domain,ipr004136
6897,6897,PF03060,3,343,CONTINUOUS,PF03060,2.4e-116,357,pfam,domain,ipr004136
6898,6898,PF03060,16,311,CONTINUOUS,PF03060,1.1e-50,369,pfam,domain,ipr004136
6899,6899,PF03060,15,323,CONTINUOUS,PF03060,3.3e-37,345,pfam,domain,ipr004136
6900,6900,PF03060,13,355,CONTINUOUS,PF03060,1.9e-51,374,pfam,domain,ipr004136
6901,6901,PF03060,16,350,CONTINUOUS,PF03060,7.6e-51,369,pfam,domain,ipr004136
6902,6902,PF03060,80,337,CONTINUOUS,PF03060,6.6e-65,349,pfam,domain,ipr004136
6903,6903,PF03060,3,336,CONTINUOUS,PF03060,4.3e-94,349,pfam,domain,ipr004136
6904,6904,PF03060,3,73,CONTINUOUS,PF03060,3.7e-19,324,pfam,domain,ipr004136
6905,6905,PF03060,4,302,CONTINUOUS,PF03060,4.4e-65,311,pfam,domain,ipr004136
6906,6906,PF03060,1,288,CONTINUOUS,PF03060,3.4e-56,307,pfam,domain,ipr004136
6907,6907,PF03060,10,331,CONTINUOUS,PF03060,1.7e-72,337,pfam,domain,ipr004136
6908,6908,PF03060,88,308,CONTINUOUS,PF03060,9.6e-15,325,pfam,domain,ipr004136
6909,6909,PF03060,16,89,CONTINUOUS,PF03060,2e-17,336,pfam,domain,ipr004136
6910,6910,PF03060,3,308,CONTINUOUS,PF03060,8.8e-57,323,pfam,domain,ipr004136
6911,6911,PF03060,18,446,CONTINUOUS,PF03060,2.9e-10,469,pfam,domain,ipr004136
6912,6912,PF03060,18,446,CONTINUOUS,PF03060,1.1e-08,469,pfam,domain,ipr004136
6913,6913,PF03060,11,250,CONTINUOUS,PF03060,7.7e-16,326,pfam,domain,ipr004136
6914,6914,PF03060,7,309,CONTINUOUS,PF03060,3.9e-66,342,pfam,domain,ipr004136
6915,6915,PF03060,18,298,CONTINUOUS,PF03060,3.2e-34,396,pfam,domain,ipr004136
6916,6916,PF03060,19,298,CONTINUOUS,PF03060,4.4e-32,396,pfam,domain,ipr004136
6917,6917,PF03060,18,298,CONTINUOUS,PF03060,3.8e-34,396,pfam,domain,ipr004136
6918,6918,PF03060,7,81,CONTINUOUS,PF03060,1.8e-21,362,pfam,domain,ipr004136
6919,6919,PF03060,5,80,CONTINUOUS,PF03060,1.7e-12,307,pfam,domain,ipr004136
6920,6920,PF03060,18,298,CONTINUOUS,PF03060,2.7e-34,396,pfam,domain,ipr004136
6921,6921,PF03060,12,305,CONTINUOUS,PF03060,2.5e-25,319,pfam,domain,ipr004136
6922,6922,PF03060,11,305,CONTINUOUS,PF03060,6.5e-25,319,pfam,domain,ipr004136
6923,6923,PF03060,12,305,CONTINUOUS,PF03060,3e-25,319,pfam,domain,ipr004136
6924,6924,PF03060,22,381,CONTINUOUS,PF03060,3.1e-34,405,pfam,domain,ipr004136
6925,6925,PF03060,19,298,CONTINUOUS,PF03060,5.3e-33,396,pfam,domain,ipr004136
6926,6926,PF03060,12,350,CONTINUOUS,PF03060,1.5e-77,359,pfam,domain,ipr004136
6927,6927,PF03060,8,331,CONTINUOUS,PF03060,5.5e-70,360,pfam,domain,ipr004136
6928,6928,PF03060,8,342,CONTINUOUS,PF03060,2.9e-61,357,pfam,domain,ipr004136
6929,6929,PF03060,12,305,CONTINUOUS,PF03060,3.1e-25,319,pfam,domain,ipr004136
6930,6930,PF03060,12,350,CONTINUOUS,PF03060,2.1e-77,359,pfam,domain,ipr004136
6931,6931,PF03060,7,312,CONTINUOUS,PF03060,2.5e-67,342,pfam,domain,ipr004136
6932,6932,PF03060,19,298,CONTINUOUS,PF03060,1.5e-33,396,pfam,domain,ipr004136
6933,6933,PF03060,18,306,CONTINUOUS,PF03060,2e-31,414,pfam,domain,ipr004136
6934,6934,PF03060,16,383,CONTINUOUS,PF03060,7.5e-37,395,pfam,domain,ipr004136
6935,6935,PF03060,91,377,CONTINUOUS,PF03060,1.2e-07,542,pfam,domain,ipr004136
6936,6936,PF03060,12,305,CONTINUOUS,PF03060,3.2e-25,319,pfam,domain,ipr004136
6937,6937,PF03060,12,305,CONTINUOUS,PF03060,3e-25,319,pfam,domain,ipr004136
6938,6938,PF03060,94,304,CONTINUOUS,PF03060,2.7e-20,338,pfam,domain,ipr004136
6939,6939,PF03060,26,343,CONTINUOUS,PF03060,2.1e-69,373,pfam,domain,ipr004136
6940,6940,PF03060,19,298,CONTINUOUS,PF03060,3.3e-34,396,pfam,domain,ipr004136
6941,6941,PF03060,12,305,CONTINUOUS,PF03060,9.4e-25,319,pfam,domain,ipr004136
6942,6942,PF03060,13,305,CONTINUOUS,PF03060,2.9e-25,319,pfam,domain,ipr004136
6943,6943,PF03060,11,336,CONTINUOUS,PF03060,2.6e-76,359,pfam,domain,ipr004136
6944,6944,PF03060,10,350,CONTINUOUS,PF03060,8.9e-77,366,pfam,domain,ipr004136
6945,6945,PF03060,1,284,CONTINUOUS,PF03060,5.4e-51,295,pfam,domain,ipr004136
6946,6946,PF03060,7,349,CONTINUOUS,PF03060,4.2e-76,359,pfam,domain,ipr004136
6947,6947,PF03060,18,359,CONTINUOUS,PF03060,2e-89,378,pfam,domain,ipr004136
6948,6948,PF03060,6,357,CONTINUOUS,PF03060,1.4e-44,372,pfam,domain,ipr004136
6949,6949,PF03060,88,306,CONTINUOUS,PF03060,8.2e-20,319,pfam,domain,ipr004136
6950,6950,PF03060,82,317,CONTINUOUS,PF03060,3.2e-26,333,pfam,domain,ipr004136
6951,6951,PF03060,3,309,CONTINUOUS,PF03060,5e-57,328,pfam,domain,ipr004136
6952,6952,PF03060,5,367,CONTINUOUS,PF03060,1.3e-71,380,pfam,domain,ipr004136
6953,6953,PF03060,3,309,CONTINUOUS,PF03060,1.8e-61,325,pfam,domain,ipr004136
6954,6954,PF03060,6,304,CONTINUOUS,PF03060,3.3e-62,321,pfam,domain,ipr004136
6955,6955,PF03060,89,300,CONTINUOUS,PF03060,3.4e-24,319,pfam,domain,ipr004136
6956,6956,PF03060,7,77,CONTINUOUS,PF03060,3.4e-19,309,pfam,domain,ipr004136
6957,6957,PF03060,6,56,CONTINUOUS,PF03060,9.6e-10,186,pfam,domain,ipr004136
6958,6958,PF03060,7,36,CONTINUOUS,PF03060,7.6e-08,43,pfam,domain,ipr004136
6959,6959,PF03060,13,350,CONTINUOUS,PF03060,1.7e-56,359,pfam,domain,ipr004136
6960,6960,PF03060,11,87,CONTINUOUS,PF03060,1.7e-11,318,pfam,domain,ipr004136
6961,6961,PF03060,5,303,CONTINUOUS,PF03060,1.8e-59,317,pfam,domain,ipr004136
6962,6962,PF03060,4,319,CONTINUOUS,PF03060,4e-48,326,pfam,domain,ipr004136
6963,6963,PF03060,3,302,CONTINUOUS,PF03060,8.3e-73,321,pfam,domain,ipr004136
6964,6964,PF03060,8,330,CONTINUOUS,PF03060,1.3e-69,331,pfam,domain,ipr004136
6965,6965,PF03060,1,341,CONTINUOUS,PF03060,4.2e-53,354,pfam,domain,ipr004136
6966,6966,PF03060,9,339,CONTINUOUS,PF03060,2.7e-59,355,pfam,domain,ipr004136
6967,6967,PF03060,5,190,CONTINUOUS,PF03060,6.1e-43,218,pfam,domain,ipr004136
6968,6968,PF03060,3,342,CONTINUOUS,PF03060,2.6e-111,369,pfam,domain,ipr004136
6969,6969,PF03060,3,337,CONTINUOUS,PF03060,1.3e-87,353,pfam,domain,ipr004136
6970,6970,PF03060,22,360,CONTINUOUS,PF03060,1.8e-46,375,pfam,domain,ipr004136
6971,6971,PF03060,61,206,CONTINUOUS,PF03060,4.5e-23,267,pfam,domain,ipr004136
6972,6972,PF03060,4,308,CONTINUOUS,PF03060,5e-52,323,pfam,domain,ipr004136
6973,6973,PF03060,6,300,CONTINUOUS,PF03060,2.5e-69,314,pfam,domain,ipr004136
6974,6974,PF03060,22,360,CONTINUOUS,PF03060,2.9e-45,375,pfam,domain,ipr004136
6975,6975,PF03060,10,312,CONTINUOUS,PF03060,3.5e-45,377,pfam,domain,ipr004136
